"Hostname: xiaomimi-solus"
"Phidget: 647540"
"Name: Example"
"Tag(s) or info: "
"Label: demo2"
"Poll rate: 0.2s"
"Program initialization: 2021-11-07 06:44:21"
"Scheduled to record until: 2021-11-07 06:49:00"
"chan0 to chan3: K-type thermocouples"
"chan4: internal temperature"

"time","chan0","chan1","chan2","chan3","chan4"
"2021-11-07 06:45:40.312350","23.4554","22.9093","23.0383","23.1188","24.7368"
"2021-11-07 06:45:40.512733","23.4378","22.8937","23.0524","23.1188","24.7368"
"2021-11-07 06:45:40.713300","23.453","22.8937","23.0524","23.0871","24.7368"
"2021-11-07 06:45:40.913708","23.453","22.915","23.0659","23.0951","24.7375"
"2021-11-07 06:45:41.114037","23.4579","22.9118","23.0652","23.0944","24.7368"
"2021-11-07 06:45:41.314383","23.4712","22.9055","23.0639","23.1005","24.7368"
"2021-11-07 06:45:41.514930","23.4451","22.9087","23.0639","23.1005","24.7362"
"2021-11-07 06:45:41.715399","23.4451","22.9087","23.041","23.0995","24.737"
"2021-11-07 06:45:41.915810","23.4666","22.9083","23.052","23.1032","24.7383"
"2021-11-07 06:45:42.116305","23.4606","22.8646","23.0606","23.102","24.7396"
"2021-11-07 06:45:42.316728","23.4508","22.8796","23.0606","23.102","24.7396"
"2021-11-07 06:45:42.517132","23.4565","22.8804","23.0606","23.0906","24.7404"
"2021-11-07 06:45:42.717439","23.4565","22.8804","23.0467","23.1345","24.7404"
"2021-11-07 06:45:42.917979","23.451","22.9023","23.0437","23.1218","24.7398"
"2021-11-07 06:45:43.118339","23.4698","22.8815","23.0478","23.0868","24.7398"
"2021-11-07 06:45:43.318697","23.4421","22.8982","23.0641","23.0868","24.7382"
"2021-11-07 06:45:43.519101","23.4543","22.8982","23.0641","23.086","24.7382"
"2021-11-07 06:45:43.719403","23.4543","22.8813","23.0622","23.094","24.7388"
"2021-11-07 06:45:43.919797","23.454","22.8928","23.0759","23.0954","24.7403"
"2021-11-07 06:45:44.120219","23.4556","22.9095","23.0507","23.08","24.7403"
"2021-11-07 06:45:44.320616","23.4556","22.907","23.0507","23.08","24.7395"
"2021-11-07 06:45:44.521002","23.4556","22.907","23.0465","23.0953","24.7402"
"2021-11-07 06:45:44.721389","23.4517","22.883","23.042","23.081","24.738"
"2021-11-07 06:45:44.921822","23.4521","22.8859","23.0375","23.0911","24.7372"
"2021-11-07 06:45:45.122525","23.4631","22.8922","23.0729","23.0911","24.7372"
"2021-11-07 06:45:45.323137","23.4501","22.8922","23.0729","23.1014","24.7364"
"2021-11-07 06:45:45.523527","23.4501","22.8608","23.0471","23.0959","24.7358"
"2021-11-07 06:45:45.723957","23.4349","22.8483","23.0593","23.1008","24.7358"
"2021-11-07 06:45:45.924378","23.4506","22.8719","23.0433","23.0994","24.7358"
"2021-11-07 06:45:46.124795","23.4357","22.8616","23.0433","23.0994","24.7316"
"2021-11-07 06:45:46.325454","23.4357","22.8616","23.0528","23.0894","24.7316"
"2021-11-07 06:45:46.526148","23.4308","22.8891","23.0674","23.0967","24.7316"
"2021-11-07 06:45:46.726577","23.4388","22.8623","23.0437","23.0876","24.7323"
"2021-11-07 06:45:46.926998","23.4315","22.8873","23.0461","23.0876","24.7323"
"2021-11-07 06:45:47.127514","23.4384","22.8534","23.0461","23.0628","24.7344"
"2021-11-07 06:45:47.328076","23.4384","22.8534","23.0448","23.1033","24.7359"
"2021-11-07 06:45:47.528390","23.4479","22.8566","23.0577","23.0503","24.7366"
"2021-11-07 06:45:47.729143","23.4503","22.8716","23.0455","23.082","24.7366"
"2021-11-07 06:45:47.929582","23.452","22.8683","23.0565","23.082","24.7358"
"2021-11-07 06:45:48.130222","23.4516","22.8683","23.0565","23.0784","24.7379"
"2021-11-07 06:45:48.330650","23.4516","22.8421","23.0484","23.1045","24.7371"
"2021-11-07 06:45:48.531081","23.4386","22.8796","23.0679","23.0825","24.7371"
"2021-11-07 06:45:48.731379","23.4443","22.8629","23.054","23.0768","24.7371"
"2021-11-07 06:45:48.931904","23.4646","22.8762","23.054","23.0768","24.7387"
"2021-11-07 06:45:49.132374","23.4646","22.8762","23.034","23.0926","24.7374"
"2021-11-07 06:45:49.332792","23.447","22.8782","23.0373","23.0958","24.7382"
"2021-11-07 06:45:49.533178","23.434","22.8624","23.0536","23.0755","24.7374"
"2021-11-07 06:45:49.733599","23.4438","22.8524","23.0536","23.0755","24.7374"
"2021-11-07 06:45:49.934031","23.4298","22.8524","23.0536","23.0834","24.738"
"2021-11-07 06:45:50.134551","23.4298","22.867","23.0483","23.0873","24.7395"
"2021-11-07 06:45:50.335118","23.4465","22.8752","23.0392","23.0831","24.7402"
"2021-11-07 06:45:50.535521","23.4409","22.8869","23.0311","23.0823","24.7402"
"2021-11-07 06:45:50.735906","23.4506","22.8944","23.0311","23.0823","24.7394"
"2021-11-07 06:45:50.936339","23.4474","22.8944","23.0568","23.0982","24.7407"
"2021-11-07 06:45:51.136890","23.4474","22.8761","23.0377","23.0718","24.7386"
"2021-11-07 06:45:51.337458","23.4355","22.8864","23.0404","23.0721","24.7364"
"2021-11-07 06:45:51.537875","23.4258","22.8589","23.0404","23.0721","24.7364"
"2021-11-07 06:45:51.738348","23.4386","22.8646","23.0404","23.0752","24.7371"
"2021-11-07 06:45:51.938770","23.4386","22.8646","23.0435","23.063","24.7371"
"2021-11-07 06:45:52.139232","23.4331","22.8539","23.0331","23.0794","24.7364"
"2021-11-07 06:45:52.339640","23.446","22.8897","23.0314","23.1021","24.7364"
"2021-11-07 06:45:52.540168","23.4308","22.8591","23.0528","23.1021","24.7366"
"2021-11-07 06:45:52.740624","23.4412","22.8591","23.0528","23.0552","24.7366"
"2021-11-07 06:45:52.941069","23.4412","22.8547","23.0241","23.0826","24.7372"
"2021-11-07 06:45:53.141968","23.4363","22.8797","23.0412","23.1095","24.7372"
"2021-11-07 06:45:53.342362","23.429","22.8722","23.046","23.0712","24.7372"
"2021-11-07 06:45:53.542813","23.442","22.888","23.046","23.0712","24.738"
"2021-11-07 06:45:53.743274","23.442","22.888","23.0517","23.0834","24.738"
"2021-11-07 06:45:53.943736","23.4371","22.8455","23.0517","23.1054","24.738"
"2021-11-07 06:45:54.144148","23.4316","22.8774","23.0462","23.078","24.7387"
"2021-11-07 06:45:54.344406","23.4329","22.8512","23.0288","23.078","24.7387"
"2021-11-07 06:45:54.544832","23.4239","22.8512","23.0288","23.0727","24.7395"
"2021-11-07 06:45:54.745301","23.4239","22.8513","23.0379","23.0769","24.7388"
"2021-11-07 06:45:54.945556","23.4317","22.8625","23.0463","23.0805","24.7375"
"2021-11-07 06:45:55.146121","23.4293","22.86","23.0512","23.082","24.7375"
"2021-11-07 06:45:55.346525","23.4405","22.8615","23.0512","23.082","24.739"
"2021-11-07 06:45:55.546936","23.4259","22.8615","23.0405","23.0868","24.739"
"2021-11-07 06:45:55.747360","23.4259","22.859","23.0527","23.1015","24.739"
"2021-11-07 06:45:55.947823","23.4388","22.8673","23.0437","23.0876","24.7391"
"2021-11-07 06:45:56.148299","23.4333","22.8741","23.0406","23.0876","24.7391"
"2021-11-07 06:45:56.348699","23.4381","22.8648","23.0406","23.0845","24.7391"
"2021-11-07 06:45:56.549181","23.4381","22.8648","23.0486","23.0803","24.7398"
"2021-11-07 06:45:56.749560","23.4223","22.8479","23.0126","23.0882","24.7404"
"2021-11-07 06:45:56.950106","23.4321","22.8479","23.0589","23.0687","24.7404"
"2021-11-07 06:45:57.150514","23.4303","22.8561","23.0401","23.0687","24.7411"
"2021-11-07 06:45:57.351043","23.4255","22.8561","23.0401","23.0791","24.7411"
"2021-11-07 06:45:57.551418","23.4255","22.8511","23.0499","23.0913","24.7411"
"2021-11-07 06:45:57.751951","23.4352","22.8811","23.0401","23.0742","24.7411"
"2021-11-07 06:45:57.952506","23.4335","22.8368","23.0335","23.0738","24.7411"
"2021-11-07 06:45:58.153044","23.4274","22.8461","23.0335","23.0738","24.7431"
"2021-11-07 06:45:58.353536","23.4274","22.8461","23.0303","23.0816","24.7411"
"2021-11-07 06:45:58.554082","23.431","22.8293","23.0335","23.07","24.7418"
"2021-11-07 06:45:58.754516","23.4244","22.8625","23.0512","23.0756","24.7431"
